rainfall,flood_risk,aqi,disruption_days,worker_income,zone_risk,premium
62.75451811499848,2.9405981489224864,,2.8983047788436713,562.4617155150631,2.72211607355969,492.5136460801821
85.06036769357596,1.239728575352869,62.58726858773277,3.7819454040735128,459.87421406347704,6.686764745400625,699.7625651052776
55.11646740921413,1.0888599691975418,137.94293067525786,4.715885373855535,669.6542321087826,3.4382717456711056,663.6330040122
49.35211267503302,2.4446864305749347,117.07800574511069,0.761633918026347,241.68405234300212,7.520111558373587,777.1897549467794
92.37765988664702,0.6297937775797977,120.44055022937482,2.7051294058216873,598.5353048241193,4.755397358267787,575.2955215088385
52.601206232715214,1.8740889810973618,136.67102376037715,0.7787517677756237,776.7209221302609,7.837573735881818,666.0736627204293
70.38015236922143,0.5929506214954221,72.1521297153972,2.3182610397928114,751.5920394740926,3.030228985105706,305.2674617672508
65.68458294881225,,90.54613418551493,2.5245308180870145,604.5729408753931,4.0089066583965955,471.8163633723945
92.32240774871764,1.6523529170541333,88.99925589792724,2.365341785894145,507.76469134168156,6.338056883066855,669.1904382668201
43.17661513958116,0.09712302223063973,49.82387120795336,1.9162636186944448,460.9876420833317,8.07509360553886,627.6475978690285
113.86751562499066,1.490868770373193,85.77434474446147,2.5281854670370856,507.59038885321013,9.166539598292829,870.1061231539771
35.177948495966554,0.9246904613223347,141.77328102568885,1.3522457955842258,626.1330147085068,5.59100556009792,489.07243373910393
73.57959183275,,103.30683363278465,5.193252700858443,436.9858672356817,9.543040387730862,1058.3112541145647
67.74905911470272,1.2511922197432517,47.88785352542543,4.04180130217327,656.0393345270534,4.862737990384053,525.7722459895745
32.6691699481457,0.7094739259494871,40.54562059172728,2.719225783570394,848.6424725204654,7.91728876919854,503.5530393557027
77.85224235813304,2.013984100195499,153.2671620561895,2.672512685212964,541.3363470821647,3.4272018066895282,644.8855728956893
45.71540082488063,0.13701299808724465,91.83883464107045,1.030900333854495,361.78472754033726,6.424441115099159,597.340788769659
24.383307991603914,1.0794201665624166,72.34064280044339,0.886100352438229,361.73573551570223,1.0,208.29058167228715
84.66376051673733,2.3487496879825445,85.41028822860488,4.0350360169865525,658.7191772396205,3.0324997743631275,560.8710029755193
16.974109748495017,2.4223832339702285,43.294228598893376,3.099483092806257,541.6355349455379,6.526688955777683,625.0359979941628
28.4002656918332,0.26712196138899824,144.80833023290668,3.4401913105451607,672.7563254489675,2.6126345251588483,496.01676375845227
54.65674510971784,0.7266694608598547,81.24314718448896,3.910970577488732,475.29120511769105,6.4392891437362065,696.7809325665279
91.91371859883445,2.4534470692356853,142.85905347084477,3.4214122624682144,666.2872966555765,7.4942078657871996,787.8098279527752
81.17277043338483,2.2787387437974074,96.80781000565602,4.010217686762278,527.8381157170385,4.3970955760197885,731.294763679245
62.05424649963193,,145.0336191098954,2.992276663090088,447.44943225464715,3.3683034975167643,593.7559657637787
12.134751633929973,0.0,103.98430746650799,1.622614832824199,493.86021296766614,4.456789445119575,381.05517914469067
33.90548044591585,1.1110142794927493,124.86314320041765,4.983938175319106,382.4123902407469,3.3752128977947917,564.0328546521523
40.08289212483477,0.1395904499089663,120.16825661309178,0.5908782883388874,828.5103382014256,5.277330172364981,417.2278792468563
23.404499450440248,0.13966279859679304,116.81518731881897,1.9233160603784305,536.5065461018119,5.72459937475378,504.7465643116472
9.041344695627332,0.25250110780729434,107.17770670139487,3.230389051660354,640.2319724155075,4.826777729187021,501.64335704897877
56.571995108230084,1.9281908500224083,86.85022493595453,1.4766538762071049,474.8383213980881,9.183590328411007,791.501825370173
82.91375946209615,1.1745962962982905,162.04021420505012,3.2384077994693494,402.73010492282475,3.9173115966886543,627.2558969099033
37.673528647673585,0.0,63.25720552164347,1.9953596623490402,517.256728471489,8.561152994361688,571.4593301832756
91.1340627214968,0.2894032804153672,95.1507674820106,3.9718622807884296,704.1669546730877,3.2092736801133497,492.759887876202
15.079882892403495,0.0,95.52100563226584,0.03724789524464417,477.0975492042403,5.660110653871408,367.4956070403929
22.174699484827524,0.0,109.08542636702325,2.879584256950473,428.12552381788186,8.102831898805753,710.3728369852729
55.72146249933411,0.9907406430907549,79.96845739369246,3.9910034268576116,571.7649942116801,7.9889857349573,688.343027604031
35.21089891985946,0.0,106.01612069563558,3.166377357617321,619.8631641004841,4.575432625059483,474.54999128139883
78.3533640062375,1.0048633122677868,89.09050951789618,2.826249777283183,779.9987436394456,6.721153384156959,647.674903692437
69.85928902413673,0.7779170724970947,39.63166188967353,3.715149961118798,599.5250669721493,6.426593984061298,616.0068843030408
37.21588025960331,0.3919113165136715,95.33433001898963,1.5449863466354679,640.1589749943729,4.3121338070959725,354.2376315999916
16.513843551085312,1.3882803362402043,56.48021334394469,1.624064920331548,650.698533168845,6.855089861725763,448.37726521221066
33.93449494477759,1.2082479704399653,34.29649831428846,5.12636132035718,388.5778465294318,9.59748277851522,854.3295202502628
71.02603884747786,1.4334243091703605,99.79056622412847,3.7742841047232503,415.1335101342638,6.537741463137787,764.6771644278862
80.45117131316991,1.2402024017987276,112.07591697068483,2.5133072962464635,398.254519455209,6.745984033955476,731.1723139997422
35.33226259485438,0.3600591265986706,113.43443147366017,2.7835714691743014,363.49959420316964,6.978740952041557,653.110595615394
8.986163560428563,,114.8509747456893,0.15626820448028794,661.3643824818565,2.2858514638186906,218.78289728100614
14.275739631280702,0.7528500513074462,27.35938426707864,0.5045167189465558,590.6070128329258,6.5124942810538355,440.7392601458736
67.13637275834455,0.6166334502864107,47.36440752323857,2.2770760886175156,561.129448832803,3.2631289353552395,355.1044174183148
36.73735189960673,0.7639316424835197,164.07325028847848,2.084227847203052,187.0196878436824,4.202248730464841,526.1219367094457
37.43227805399031,0.0,58.347693397303736,3.747331136326751,837.7667602066066,10.0,733.5937139258402
21.857171845432404,0.6065144642451257,116.37943608978412,2.861923282268082,424.8019194185022,4.942824458750618,643.4005258008071
21.493260771319903,1.039584608993347,70.95718324169539,2.7931839092162583,837.253785831454,3.8716169705527,305.0577964419021
90.1168518484218,1.5782821354637357,97.78854587436476,2.9163617194532776,347.10619270881574,8.035681673583063,818.1624003252152
68.78295680887359,2.828880733089556,72.83610292042421,2.97048909240522,436.2638378020848,3.4151105937467707,514.8333364566566
30.33829452632808,0.0,114.65394041168757,2.7365501640496683,241.6010864486518,4.51567788278271,541.9102443324597
52.84591345760526,1.2308706013947144,99.78709410608447,2.3560108332899565,600.6974966319776,8.247914769569567,722.4270990402946
59.56373460197977,1.1626148947068309,79.30985792245183,2.9761246075922116,395.8240450864275,5.594088643677511,652.6942173029498
141.23063273529385,2.7443745207511503,58.24397581117514,6.321436903509778,399.7799784262304,2.0644865007216353,659.7262840053392
19.9128137399379,0.30679854039495985,104.3720969122379,1.6849931655644736,357.84800959558436,6.696777151509762,637.1372020388985
59.01358426688881,1.2659557093453537,52.554842033509345,3.5669981491160017,658.8297087833008,4.62777505949768,486.7404668962481
89.8190909415612,2.474748813602184,109.96183647422934,6.155341851742362,649.6049112194567,8.88767327036654,999.6563811039346
130.78275049634033,3.717843998946602,186.92697181629148,5.291608836084745,803.6847447510299,4.166388715204906,830.3980572746751
29.0899949561889,0.5799997035204522,142.25595179417041,3.7995052144191233,454.0010730497837,7.812697142197038,717.6628926758026
36.37126905956753,1.379678238928657,120.1421760412957,3.2899757173344284,580.6347119465521,9.406535671204571,860.6157457221288
78.8539857607644,1.015666158201862,92.00374457905983,2.1252425038028493,369.4930723637268,3.6279249076145446,573.6746899123793
11.930211888758478,0.851368599956156,27.14365805487661,0.5523692935456486,503.0945368170555,5.074931354331976,329.45953746741486
63.151770243749816,0.6534421858134041,48.719976143493554,2.407306891344887,477.36165614063515,6.354975603117791,577.0328849210827
174.05399312104825,4.353607811291471,139.89774996359498,5.7828900495379365,615.0229940493589,3.613839344380816,862.7725729505511
67.82861236521087,3.125084949218809,,3.4890123746125252,692.3830528985468,6.094648882757228,650.0639534775006
4.541322361511431,0.0,70.52617656425836,2.37381252854353,688.74933671641,5.005175367486817,427.4009963656898
24.66126696701534,0.0,,3.746028109056127,432.0062818895345,4.960851342494596,627.247077134103
